Age,Game_Played,PA,At_Bat,Run,Hit,Double,Homerun,RBI,SO,BB,BA
29,84,270,248,17,57,12,3,23,56,15,0.23
25,72,237,217,25,49,3,7,20,37,15,0.226
26,59,216,199,28,57,18,12,35,45,16,0.286
27,111,409,358,56,96,23,17,63,92,47,0.268
30,142,608,531,92,149,33,28,123,83,61,0.281
29,150,706,603,117,160,25,17,64,70,76,0.265
24,149,694,626,127,203,25,19,84,119,57,0.324
31,152,603,530,86,159,34,19,98,97,52,0.3
29,151,545,456,79,111,21,10,56,80,75,0.243
29,128,578,499,101,169,30,26,97,81,74,0.339
35,152,672,602,95,191,40,24,116,103,57,0.317
36,101,345,295,44,73,11,24,57,90,46,0.247
38,109,382,321,53,93,13,5,47,49,55,0.29
33,78,279,254,31,70,11,3,31,38,14,0.276
28,112,410,359,46,99,23,12,43,58,43,0.276
30,154,681,609,107,205,31,40,115,144,61,0.337
32,124,385,349,46,95,23,4,39,73,15,0.272
24,143,652,604,111,195,37,35,122,62,33,0.323
31,153,681,588,113,145,44,23,73,82,77,0.247
28,156,657,611,95,165,36,23,83,108,36,0.27
30,155,672,585,95,157,25,8,63,94,70,0.268
28,129,465,409,51,114,29,8,57,99,42,0.279
29,62,219,196,24,60,16,8,31,40,21,0.306
26,86,247,221,31,56,13,7,33,45,17,0.253
28,86,241,216,37,61,14,10,42,43,22,0.282
31,124,446,407,37,115,23,9,52,39,25,0.283
26,142,620,530,94,155,43,38,115,139,73,0.292
33,102,344,301,33,77,17,2,27,42,29,0.256
25,158,618,568,70,136,28,13,51,121,28,0.239
30,105,419,382,49,91,20,17,51,73,24,0.238
24,144,605,516,90,144,29,12,55,77,67,0.279
24,105,413,352,55,89,14,11,42,99,57,0.253
25,158,689,630,106,175,33,35,100,142,50,0.278
33,151,658,583,98,138,26,46,107,159,65,0.237
36,138,551,486,71,156,36,9,72,53,45,0.321
35,98,405,341,49,82,13,22,47,86,56,0.24
33,108,328,309,37,88,16,10,46,38,15,0.285
33,162,709,619,98,183,36,43,121,91,79,0.296
30,147,657,588,86,166,36,14,56,70,59,0.282
32,151,533,465,59,121,29,13,51,65,39,0.26
37,161,659,601,65,163,27,14,61,68,51,0.271
33,162,634,573,79,160,34,22,92,81,49,0.279
34,133,574,479,84,113,28,18,51,78,75,0.236
36,131,508,452,81,148,29,28,89,108,44,0.327
39,104,328,293,40,88,17,9,57,40,32,0.3
33,97,318,267,36,70,12,15,56,50,38,0.262
38,85,303,283,36,70,15,11,34,48,18,0.247
27,63,203,171,36,46,12,6,28,38,26,0.269
33,93,286,245,26,62,9,2,33,45,32,0.253
26,96,371,341,58,91,18,13,49,66,22,0.267
26,158,723,635,126,181,35,19,67,105,73,0.285
21,133,555,523,81,160,17,5,55,38,14,0.306
30,161,674,590,84,155,31,21,91,111,79,0.263
31,163,706,609,113,200,48,49,152,84,81,0.328
25,141,443,396,53,83,16,8,43,101,37,0.21
24,145,578,535,70,151,25,14,65,53,28,0.282
30,160,712,585,109,155,35,29,109,93,110,0.265
25,105,330,299,38,71,17,9,36,77,26,0.237
25,89,261,244,33,68,14,12,41,28,9,0.279
38,57,181,164,12,43,9,4,18,31,9,0.262
32,117,438,409,45,96,26,6,44,45,18,0.235
27,123,537,440,89,129,34,30,85,141,89,0.293
25,107,370,340,37,89,21,10,41,54,22,0.262
31,151,660,576,86,166,30,2,50,64,62,0.288
29,146,608,557,74,160,33,28,96,125,44,0.287
27,112,430,350,56,94,19,16,66,75,73,0.269
31,154,698,600,101,169,31,12,64,80,87,0.282
26,150,663,571,108,168,35,45,145,121,76,0.294
32,146,625,540,94,151,39,21,88,98,76,0.28
31,87,259,226,31,64,14,6,29,60,29,0.283
23,49,183,174,28,54,14,11,35,42,6,0.31
26,96,333,305,23,83,12,3,30,82,23,0.272
26,157,673,602,84,175,37,34,103,128,63,0.291
28,153,651,594,84,161,38,27,100,112,39,0.271
25,135,477,454,52,118,22,5,45,55,13,0.26
28,138,514,460,56,117,21,9,50,70,41,0.254
30,154,620,547,84,146,35,23,71,62,57,0.267
27,142,636,595,67,151,29,4,36,94,36,0.254
27,157,686,612,92,174,37,25,85,101,63,0.284
24,89,234,213,23,60,13,6,25,39,12,0.282
24,58,221,199,16,46,11,5,29,65,18,0.231
22,40,175,164,30,54,9,7,21,31,7,0.329
24,92,311,282,32,73,18,8,35,38,24,0.259
33,131,540,486,83,128,17,24,93,73,42,0.263
29,158,709,607,102,191,28,7,66,96,89,0.315
24,74,225,206,18,50,10,1,15,40,12,0.243
29,152,639,572,84,159,27,34,119,134,48,0.278
32,93,343,309,30,79,26,8,43,68,26,0.256
24,161,710,642,104,178,30,18,66,84,58,0.277
24,60,230,214,24,50,5,5,23,46,11,0.234
37,79,254,237,17,61,10,3,29,49,15,0.257
33,127,516,472,50,146,27,1,40,52,32,0.309
28,111,351,310,29,76,14,5,42,46,29,0.245
26,74,247,216,21,49,10,8,31,56,10,0.227
34,66,229,207,30,58,15,6,29,36,15,0.28
28,86,226,204,17,45,12,2,13,38,12,0.221
36,124,465,422,45,102,25,14,54,89,38,0.242
22,86,326,278,47,77,20,9,46,72,39,0.277
25,143,581,528,85,167,41,12,62,65,47,0.316
29,149,581,543,56,141,26,9,70,86,24,0.26
31,137,555,529,54,146,22,15,72,72,18,0.276
28,119,500,438,52,111,20,10,69,103,50,0.253
39,110,500,448,71,133,6,1,20,56,44,0.297
26,152,662,557,91,155,36,21,77,64,86,0.278
41,126,559,502,75,141,29,4,69,41,45,0.281
28,107,377,333,31,83,15,3,42,46,36,0.249
26,94,260,249,35,64,14,2,25,35,10,0.257
31,63,223,204,22,59,12,5,33,29,17,0.289
28,110,219,198,32,40,6,3,15,44,16,0.202
22,55,177,162,11,32,7,3,18,30,11,0.198
29,128,472,412,62,111,10,6,45,60,53,0.269
30,147,661,540,124,164,33,34,111,90,109,0.304
32,160,738,646,123,210,51,20,88,113,64,0.325
28,141,561,491,55,128,24,2,46,84,54,0.261
32,123,437,384,66,105,27,4,43,62,45,0.273
31,159,679,584,104,182,34,38,124,87,84,0.312
27,133,519,467,72,138,34,15,76,102,44,0.296
29,156,695,630,111,198,41,22,108,126,51,0.314
32,102,342,299,48,94,17,13,52,50,31,0.314
23,74,234,211,31,64,15,7,35,37,17,0.303
31,66,203,182,13,46,6,1,36,31,18,0.253
29,96,368,325,39,82,17,9,44,56,24,0.252
31,143,580,522,79,159,36,19,84,80,49,0.305
33,131,598,519,95,147,23,6,26,50,62,0.283
22,161,748,686,123,213,35,42,124,121,45,0.31
28,141,550,502,68,130,30,20,82,134,34,0.259
33,74,277,259,37,75,20,12,33,45,14,0.29
28,161,720,633,120,180,33,56,146,121,76,0.284
